165	120
0	50	850	16	32
1	0	881	1280	16
1	1297	881	176	16
1	1489	881	1071	16
1	1250	420	850	14
1	2129	420	146	14
1	721	817	64	16
1	833	817	16	64
1	961	849	16	32
1	1090	817	16	64
1	1218	817	16	64
4	178	849	64	32
4	225	801	64	32
4	1554	834	80	32
4	1570	737	64	32
4	1649	801	64	32
4	1729	769	64	32
4	1761	817	80	32
4	1857	785	64	32
4	1937	753	64	128
6	150	820	17	29
20	350	820	16	25
13	1000	810	16	16
13	1017	810	16	16
13	1034	810	16	16
13	1140	810	16	16
13	1157	810	16	16
13	1174	810	16	16
13	1580	800	16	16
13	1670	770	16	16
13	1740	740	16	16
13	1757	740	16	16
13	1774	740	16	16
14	513	817	16	16
14	529	817	16	16
14	545	817	16	16
14	513	833	16	16
14	529	833	16	16
14	513	849	16	16
14	513	865	16	16
14	529	865	16	16
14	545	865	16	16
14	561	833	16	16
14	577	833	16	16
14	577	849	16	16
14	593	801	16	16
14	593	817	16	16
14	593	849	16	16
14	609	817	16	16
14	609	849	16	16
14	609	865	16	16
14	625	801	16	16
14	625	849	16	16
14	625	865	16	16
14	641	801	16	16
14	641	817	16	16
14	641	849	16	16
14	641	865	16	16
23	481	834	16	16
23	513	801	16	16
25	545	833	16	16
24	961	833	16	16
19	609	801	16	16
7	529	849	16	16
7	641	833	16	16
50	1940	120	23	15
50	2556	160	4	10
50	545	750	15	10
