165	120
0	15	380	16	32
1	0	420	852	16
1	878	420	100	16
19	624	176	16	16
13	177	352	14	16
13	193	336	14	16
13	208	352	14	16
13	225	336	14	16
13	240	352	14	16
13	256	336	14	16
13	272	352	14	16
13	336	336	14	16
13	352	352	14	16
13	368	336	14	16
13	384	352	14	16
13	400	336	14	16
13	416	352	14	16
13	432	336	14	16
13	480	352	14	16
13	498	336	14	16
13	512	352	14	16
13	528	336	14	16
13	544	352	14	16
13	560	336	14	16
13	578	352	14	16
13	624	336	14	16
13	640	352	14	16
13	656	336	14	16
13	672	352	14	16
13	688	336	14	16
13	704	352	14	16
13	721	336	14	16
13	769	352	14	16
13	784	336	14	16
13	800	352	14	16
13	816	336	14	16
13	833	352	14	16
13	849	336	14	16
13	864	352	14	16
13	608	128	14	16
13	624	128	14	16
13	640	128	14	16
13	592	144	14	16
13	609	144	14	16
13	643	144	14	16
13	657	144	14	16
13	577	160	14	16
13	592	160	14	16
13	657	160	14	16
13	673	160	14	16
13	577	176	14	16
13	673	176	14	16
13	577	192	14	16
13	593	192	14	16
13	657	192	14	16
13	673	192	14	16
13	593	208	14	16
13	609	208	14	16
13	641	208	14	16
13	657	208	14	16
13	610	224	14	16
13	626	22	14	16
13	642	224	14	16
5	852	370	30	64
50	545	680	15	20
50	852	390	28	30
