165	120
0	150	330	16	32
19	2490	355	16	16
55	2033	369	16	16
2	100	300	16	16
2	430	380	16	16
2	810	300	16	16
16	910	300	20	20
6	550	300	17	29
6	2096	350	17	29
12	1400	300	25	32
3	358	370	19	35
11	1863	370	18	26
9	1799	388	16	24
17	2688	338	22	22
1	0	417	624	16
1	624	401	464	32
1	1154	417	352	16
1	416	321	16	16
1	1152	416	351	16
1	1472	368	16	16
1	1504	336	32	16
1	1568	400	16	16
1	1584	384	16	32
1	1600	368	16	48
1	1536	416	80	16
1	1663	417	574	16
1	1665	368	16	48
1	1680	384	16	32
1	1696	401	16	16
1	2257	417	560	16
1	2256	305	32	16
1	2256	368	32	16
1	2323	384	32	32
1	2258	384	32	32
4	241	369	48	48
4	272	336	48	81
4	401	368	79	48
4	464	337	64	79
4	512	384	96	32
4	512	305	64	110
4	1264	384	110	31
4	1296	353	112	62
4	1328	321	111	95
4	1312	144	64	32
4	2145	369	48	48
4	2176	272	48	144
4	1486	177	208	14
4	1407	192	66	14
5	350	368	32	47
5	1792	384	29	31
5	1856	368	31	48
5	2257	112	30	193
7	176	353	16	16	
7	192	353	16	16
7	224	304	16	16
7	240	304	16	16
7	656	384	16	16
7	704	350	16	16
7	418	321	16	16
7	1473	369	16	16
13	1071	319	16	16
13	1104	287	16	16
13	1136	255	16	16
13	1168	223	16	16
13	1199	191	16	16
13	1328	79	16	16
13	1344	79	16	16
13	1360	79	16	16
13	1472	111	16	16
13	1488	111	16	16
13	1536	126	16	16
13	1552	126	16	16
13	1568	126	16	16
13	1584	126	16	16
13	1615	111	16	16
13	1633	111	16	16
13	1649	111	16	16
13	1665	114	16	16
13	1697	147	16	16
13	1729	111	16	16
13	1761	128	16	16
13	1809	96	16	16
13	1842	128	16	16
14	1985	369	16	16
14	2001	369	16	16
14	2017	369	16	16
14	1969	385	16	16
14	1985	385	16	16
14	2001	385	16	16
14	2017	385	16	16
14	2033	385	16	16
14	1953	401	16	16
14	1969	401	16	16
14	1985	401	16	16
14	2001	401	16	16
14	2017	401	16	16
14	2033	401	16	16
14	2049	401	16	16
14	2096	385	16	16
14	2096	401	16	16
14	2112	401	16	16
50	2259	145	32	16
50	2744	392	32	16
